Rk,Name,Age,T,W,L,W-L%,ERA,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Rel▼,Name-additional,H/ip,R/ip,ER/ip,HR/ip,BB/ip,IBB/ip,HBP/ip,SO/ip,WP/ip
195,Elieser Hernandez,28,R,4,6,0.4,4.55,1,85.0,83,47,43,17,27,1,83,5,0,2,364,1.294,8.8,1.8,2.9,8.8,3.07,54%,hernael01,0.9764705882352941,0.5529411764705883,0.5058823529411764,0.2,0.3176470588235294,0.011764705882352941,0.058823529411764705,0.9764705882352941,0.023529411764705882
196,Adam Ottavino,37,R,5,4,0.556,3.52,4,64.0,56,27,25,7,24,1,67,5,0,4,268,1.25,7.9,1.0,3.4,9.4,2.79,54%,ottavad01,0.875,0.421875,0.390625,0.109375,0.375,0.015625,0.078125,1.046875,0.0625
197,Johan Oviedo,25,R,4,5,0.444,3.87,1,79.0,71,38,34,9,32,1,74,5,0,3,345,1.304,8.1,1.0,3.6,8.4,2.31,54%,oviedjo01,0.8987341772151899,0.4810126582278481,0.43037974683544306,0.11392405063291139,0.4050632911392405,0.012658227848101266,0.06329113924050633,0.9367088607594937,0.0379746835443038
198,Emilio Pagán,32,R,4,4,0.5,4.29,4,63.0,58,33,30,11,22,1,68,2,0,2,266,1.27,8.3,1.6,3.1,9.7,3.09,54%,paganem01,0.9206349206349206,0.5238095238095238,0.47619047619047616,0.1746031746031746,0.3492063492063492,0.015873015873015872,0.031746031746031744,1.0793650793650793,0.031746031746031744
199,Will Smith,33,L,2,4,0.333,3.84,11,61.0,55,31,26,9,23,2,64,3,1,2,261,1.279,8.1,1.3,3.4,9.4,2.78,54%,smithwi04,0.9016393442622951,0.5081967213114754,0.4262295081967213,0.14754098360655737,0.3770491803278688,0.03278688524590164,0.04918032786885246,1.0491803278688525,0.03278688524590164
200,Emmanuel Clase,25,R,4,4,0.5,2.38,22,68.0,51,23,18,5,17,2,70,2,0,3,274,1.0,6.8,0.7,2.3,9.3,4.12,53%,claseem01,0.75,0.3382352941176471,0.2647058823529412,0.07352941176470588,0.25,0.029411764705882353,0.029411764705882353,1.0294117647058822,0.04411764705882353
201,Edwin Díaz,29,R,4,3,0.571,2.9,19,62.0,47,22,20,5,21,1,85,4,0,3,254,1.097,6.8,0.7,3.0,12.3,4.05,53%,diazed04,0.7580645161290323,0.3548387096774194,0.3225806451612903,0.08064516129032258,0.3387096774193548,0.016129032258064516,0.06451612903225806,1.3709677419354838,0.04838709677419355
202,Carlos Estévez,30,R,3,4,0.429,4.05,4,60.0,57,30,27,7,22,1,57,2,0,4,254,1.317,8.6,1.1,3.3,8.6,2.59,53%,estevca01,0.95,0.5,0.45,0.11666666666666667,0.36666666666666664,0.016666666666666666,0.03333333333333333,0.95,0.06666666666666667
203,Ryan Feltner,26,R,5,8,0.385,4.92,2,108.0,106,62,59,15,38,1,98,6,0,4,466,1.333,8.8,1.3,3.2,8.2,2.58,53%,feltnry01,0.9814814814814815,0.5740740740740741,0.5462962962962963,0.1388888888888889,0.35185185185185186,0.009259259259259259,0.05555555555555555,0.9074074074074074,0.037037037037037035
204,Kendall Graveman,32,R,4,3,0.571,3.43,5,63.0,57,28,24,6,23,1,62,4,0,3,268,1.27,8.1,0.9,3.3,8.9,2.7,53%,graveke01,0.9047619047619048,0.4444444444444444,0.38095238095238093,0.09523809523809523,0.36507936507936506,0.015873015873015872,0.06349206349206349,0.9841269841269841,0.047619047619047616
205,Liam Hendriks,34,R,5,3,0.625,3.25,22,61.0,49,25,22,8,16,1,75,2,0,5,247,1.066,7.2,1.2,2.4,11.1,4.69,53%,hendrli01,0.8032786885245902,0.4098360655737705,0.36065573770491804,0.13114754098360656,0.26229508196721313,0.01639344262295082,0.03278688524590164,1.2295081967213115,0.08196721311475409
206,Sam Hentges,26,L,3,3,0.5,3.9,1,67.0,61,32,29,7,24,1,69,2,0,4,282,1.269,8.2,0.9,3.2,9.3,2.88,53%,hentgsa01,0.9104477611940298,0.47761194029850745,0.43283582089552236,0.1044776119402985,0.3582089552238806,0.014925373134328358,0.029850746268656716,1.0298507462686568,0.05970149253731343
207,Clay Holmes,30,R,5,4,0.556,3.38,8,64.0,52,27,24,5,22,1,64,5,0,3,266,1.156,7.3,0.7,3.1,9.0,2.91,53%,holmecl01,0.8125,0.421875,0.375,0.078125,0.34375,0.015625,0.078125,1.0,0.046875
208,Tanner Houck,27,R,4,4,0.5,3.45,4,73.0,61,31,28,6,25,2,75,5,0,3,302,1.178,7.5,0.7,3.1,9.2,3.0,53%,houckta01,0.8356164383561644,0.4246575342465753,0.3835616438356164,0.0821917808219178,0.3424657534246575,0.0273972602739726,0.0684931506849315,1.0273972602739727,0.0410958904109589
209,Raisel Iglesias,33,R,4,5,0.444,3.14,15,63.0,52,26,22,7,17,1,73,3,0,2,256,1.095,7.4,1.0,2.4,10.4,4.29,53%,iglesra01,0.8253968253968254,0.4126984126984127,0.3492063492063492,0.1111111111111111,0.2698412698412698,0.015873015873015872,0.047619047619047616,1.1587301587301588,0.031746031746031744
210,Reynaldo López,29,R,5,4,0.556,3.57,1,68.0,57,31,27,7,19,1,64,2,0,3,276,1.118,7.5,0.9,2.5,8.5,3.37,53%,lopezre01,0.8382352941176471,0.45588235294117646,0.39705882352941174,0.10294117647058823,0.27941176470588236,0.014705882352941176,0.029411764705882353,0.9411764705882353,0.04411764705882353
211,Lucas Luetge,36,L,4,3,0.571,3.39,2,61.0,61,26,23,6,18,1,60,3,0,3,260,1.295,9.0,0.9,2.7,8.9,3.33,53%,luetglu01,1.0,0.4262295081967213,0.3770491803278688,0.09836065573770492,0.29508196721311475,0.01639344262295082,0.04918032786885246,0.9836065573770492,0.04918032786885246
212,Seth Lugo,33,R,4,3,0.571,3.86,2,63.0,58,28,27,8,21,1,64,3,0,2,266,1.254,8.3,1.1,3.0,9.1,3.05,53%,lugose01,0.9206349206349206,0.4444444444444444,0.42857142857142855,0.12698412698412698,0.3333333333333333,0.015873015873015872,0.047619047619047616,1.0158730158730158,0.031746031746031744
213,Nick Martinez,32,R,4,4,0.5,3.66,5,86.0,79,38,35,11,32,0,77,4,0,3,361,1.291,8.3,1.2,3.3,8.1,2.41,53%,martini01,0.9186046511627907,0.4418604651162791,0.4069767441860465,0.12790697674418605,0.37209302325581395,0.0,0.046511627906976744,0.8953488372093024,0.03488372093023256
214,Tylor Megill,27,R,5,5,0.5,4.34,1,85.0,80,43,41,13,26,0,87,3,0,2,359,1.247,8.5,1.4,2.8,9.2,3.35,53%,megilty01,0.9411764705882353,0.5058823529411764,0.4823529411764706,0.15294117647058825,0.3058823529411765,0.0,0.03529411764705882,1.0235294117647058,0.023529411764705882
215,Mark Melancon,38,R,3,5,0.375,3.75,16,60.0,59,30,25,6,22,2,48,2,0,4,253,1.35,8.9,0.9,3.3,7.2,2.18,53%,melanma01,0.9833333333333333,0.5,0.4166666666666667,0.1,0.36666666666666664,0.03333333333333333,0.03333333333333333,0.8,0.06666666666666667
216,A.J. Minter,29,L,4,4,0.5,3.18,3,65.0,54,27,23,6,20,1,72,3,0,2,267,1.138,7.5,0.8,2.8,10.0,3.6,53%,minteaj01,0.8307692307692308,0.4153846153846154,0.35384615384615387,0.09230769230769231,0.3076923076923077,0.015384615384615385,0.046153846153846156,1.1076923076923078,0.03076923076923077
217,Rafael Montero,32,R,4,3,0.571,3.8,8,64.0,57,31,27,6,22,1,62,3,0,2,268,1.234,8.0,0.8,3.1,8.7,2.82,53%,montera01,0.890625,0.484375,0.421875,0.09375,0.34375,0.015625,0.046875,0.96875,0.03125
218,Andre Pallante,24,R,5,4,0.556,3.41,1,87.0,83,35,33,8,30,1,71,2,0,3,366,1.299,8.6,0.8,3.1,7.3,2.37,53%,pallaan01,0.9540229885057471,0.40229885057471265,0.3793103448275862,0.09195402298850575,0.3448275862068966,0.011494252873563218,0.022988505747126436,0.8160919540229885,0.034482758620689655
219,Jordan Romano,30,R,5,3,0.625,3.0,19,63.0,50,23,21,6,22,2,69,3,0,1,260,1.143,7.1,0.9,3.1,9.9,3.14,53%,romanjo03,0.7936507936507936,0.36507936507936506,0.3333333333333333,0.09523809523809523,0.3492063492063492,0.031746031746031744,0.047619047619047616,1.0952380952380953,0.015873015873015872
220,José Ruiz,28,R,2,2,0.5,3.92,1,62.0,54,29,27,8,25,1,62,1,1,3,263,1.274,7.8,1.2,3.6,9.0,2.48,53%,ruizjo01,0.8709677419354839,0.46774193548387094,0.43548387096774194,0.12903225806451613,0.4032258064516129,0.016129032258064516,0.016129032258064516,1.0,0.04838709677419355
221,Trevor Stephan,27,R,4,3,0.571,3.57,2,63.0,57,28,25,7,22,1,70,3,0,2,269,1.254,8.1,1.0,3.1,10.0,3.18,53%,stephtr01,0.9047619047619048,0.4444444444444444,0.3968253968253968,0.1111111111111111,0.3492063492063492,0.015873015873015872,0.047619047619047616,1.1111111111111112,0.031746031746031744
222,Caleb Thielbar,36,L,4,3,0.571,3.69,1,61.0,55,27,25,6,20,1,67,2,1,2,255,1.23,8.1,0.9,3.0,9.9,3.35,53%,thielca01,0.9016393442622951,0.4426229508196721,0.4098360655737705,0.09836065573770492,0.32786885245901637,0.01639344262295082,0.03278688524590164,1.098360655737705,0.03278688524590164
223,Adbert Alzolay,28,R,4,5,0.444,4.08,1,64.0,56,31,29,9,20,1,66,3,1,2,266,1.188,7.9,1.3,2.8,9.3,3.3,52%,alzolad01,0.875,0.484375,0.453125,0.140625,0.3125,0.015625,0.046875,1.03125,0.03125
224,Andrew Chafin,33,L,3,4,0.429,3.1,3,61.0,51,25,21,6,20,1,60,3,0,3,252,1.164,7.5,0.9,3.0,8.9,3.0,52%,chafian01,0.8360655737704918,0.4098360655737705,0.3442622950819672,0.09836065573770492,0.32786885245901637,0.01639344262295082,0.04918032786885246,0.9836065573770492,0.04918032786885246
225,Chase De Jong,29,R,4,4,0.5,3.86,1,70.0,62,32,30,10,27,1,62,4,0,3,296,1.271,8.0,1.3,3.5,8.0,2.3,52%,dejonch01,0.8857142857142857,0.45714285714285713,0.42857142857142855,0.14285714285714285,0.38571428571428573,0.014285714285714285,0.05714285714285714,0.8857142857142857,0.04285714285714286
226,Bailey Falter,26,L,6,4,0.6,4.03,1,87.0,83,42,39,13,23,0,82,5,0,3,365,1.218,8.6,1.3,2.4,8.5,3.57,52%,falteba01,0.9540229885057471,0.4827586206896552,0.4482758620689655,0.14942528735632185,0.26436781609195403,0.0,0.05747126436781609,0.9425287356321839,0.034482758620689655
227,Jack Flaherty,27,R,6,4,0.6,3.84,1,82.0,72,39,35,10,32,1,82,6,0,3,352,1.268,7.9,1.1,3.5,9.0,2.56,52%,flaheja01,0.8780487804878049,0.47560975609756095,0.4268292682926829,0.12195121951219512,0.3902439024390244,0.012195121951219513,0.07317073170731707,1.0,0.036585365853658534
228,Dylan Floro,32,R,3,4,0.429,3.41,7,58.0,53,26,22,5,19,2,53,1,0,2,244,1.241,8.2,0.8,2.9,8.2,2.79,52%,florody01,0.9137931034482759,0.4482758620689655,0.3793103448275862,0.08620689655172414,0.3275862068965517,0.034482758620689655,0.017241379310344827,0.9137931034482759,0.034482758620689655
229,Yimi Garcia,32,R,4,5,0.444,3.69,5,61.0,53,29,25,7,19,2,59,3,0,1,254,1.18,7.8,1.0,2.8,8.7,3.11,52%,garciyi01,0.8688524590163934,0.47540983606557374,0.4098360655737705,0.11475409836065574,0.3114754098360656,0.03278688524590164,0.04918032786885246,0.9672131147540983,0.01639344262295082
230,Mychal Givens,33,R,5,3,0.625,3.69,3,61.0,55,28,25,8,25,2,63,4,0,2,259,1.311,8.1,1.2,3.7,9.3,2.52,52%,givenmy01,0.9016393442622951,0.45901639344262296,0.4098360655737705,0.13114754098360656,0.4098360655737705,0.03278688524590164,0.06557377049180328,1.0327868852459017,0.03278688524590164
231,Craig Kimbrel,35,R,4,5,0.444,3.54,14,61.0,50,28,24,6,25,1,71,4,1,5,257,1.23,7.4,0.9,3.7,10.5,2.84,52%,kimbrcr01,0.819672131147541,0.45901639344262296,0.39344262295081966,0.09836065573770492,0.4098360655737705,0.01639344262295082,0.06557377049180328,1.1639344262295082,0.08196721311475409
232,Jonathan Loáisiga,28,R,4,3,0.571,3.47,3,57.0,50,25,22,5,18,1,51,2,0,2,236,1.193,7.9,0.8,2.8,8.1,2.83,52%,loaisjo01,0.8771929824561403,0.43859649122807015,0.38596491228070173,0.08771929824561403,0.3157894736842105,0.017543859649122806,0.03508771929824561,0.8947368421052632,0.03508771929824561
233,Nick Lodolo,25,L,5,7,0.417,3.62,2,112.0,97,49,45,13,39,1,127,13,0,5,474,1.214,7.8,1.0,3.1,10.2,3.26,52%,lodolni01,0.8660714285714286,0.4375,0.4017857142857143,0.11607142857142858,0.3482142857142857,0.008928571428571428,0.11607142857142858,1.1339285714285714,0.044642857142857144
234,Aaron Loup,35,L,3,3,0.5,3.25,1,61.0,53,28,22,5,20,1,55,5,0,1,254,1.197,7.8,0.7,3.0,8.1,2.75,52%,loupaa01,0.8688524590163934,0.45901639344262296,0.36065573770491804,0.08196721311475409,0.32786885245901637,0.01639344262295082,0.08196721311475409,0.9016393442622951,0.01639344262295082
235,Collin McHugh,36,R,4,3,0.571,3.04,1,68.0,57,25,23,6,18,1,69,4,0,3,275,1.103,7.5,0.8,2.4,9.1,3.83,52%,mchugco01,0.8382352941176471,0.36764705882352944,0.3382352941176471,0.08823529411764706,0.2647058823529412,0.014705882352941176,0.058823529411764705,1.0147058823529411,0.04411764705882353
236,Erasmo Ramírez,33,R,3,3,0.5,3.63,1,72.0,66,31,29,9,18,1,58,4,0,2,295,1.167,8.3,1.1,2.3,7.3,3.22,52%,ramirer02,0.9166666666666666,0.4305555555555556,0.4027777777777778,0.125,0.25,0.013888888888888888,0.05555555555555555,0.8055555555555556,0.027777777777777776
237,Dennis Santana,27,R,3,5,0.375,4.35,1,60.0,53,33,29,5,25,1,56,3,0,3,258,1.3,8.0,0.8,3.8,8.4,2.24,52%,santade01,0.8833333333333333,0.55,0.48333333333333334,0.08333333333333333,0.4166666666666667,0.016666666666666666,0.05,0.9333333333333333,0.05
238,Paul Sewald,33,R,5,4,0.556,3.38,10,64.0,48,27,24,9,21,3,71,3,0,2,258,1.078,6.8,1.3,3.0,10.0,3.38,52%,sewalpa01,0.75,0.421875,0.375,0.140625,0.328125,0.046875,0.046875,1.109375,0.03125
239,Ryne Stanek,31,R,3,3,0.5,3.05,2,59.0,47,23,20,6,27,1,62,2,0,3,249,1.254,7.2,0.9,4.1,9.5,2.3,52%,stanery01,0.7966101694915254,0.3898305084745763,0.3389830508474576,0.1016949152542373,0.4576271186440678,0.01694915254237288,0.03389830508474576,1.0508474576271187,0.05084745762711865
240,Luke Weaver,29,R,3,4,0.429,4.65,1,62.0,64,35,32,7,21,1,60,3,0,2,270,1.371,9.3,1.0,3.0,8.7,2.86,52%,weavelu01,1.032258064516129,0.5645161290322581,0.5161290322580645,0.11290322580645161,0.3387096774193548,0.016129032258064516,0.04838709677419355,0.967741935483871,0.03225806451612903
241,Génesis Cabrera,26,L,4,3,0.571,4.0,1,54.0,45,26,24,6,23,1,52,4,0,3,231,1.259,7.5,1.0,3.8,8.7,2.26,51%,cabrege01,0.8333333333333334,0.48148148148148145,0.4444444444444444,0.1111111111111111,0.42592592592592593,0.018518518518518517,0.07407407407407407,0.9629629629629629,0.05555555555555555
242,Roansy Contreras,23,R,6,5,0.545,3.67,2,103.0,89,47,42,12,37,1,98,3,0,8,438,1.223,7.8,1.0,3.2,8.6,2.65,51%,contrro01,0.8640776699029126,0.4563106796116505,0.4077669902912621,0.11650485436893204,0.3592233009708738,0.009708737864077669,0.02912621359223301,0.9514563106796117,0.07766990291262135
243,Jeurys Familia,33,R,4,3,0.571,4.42,1,53.0,54,30,26,7,23,1,52,3,0,2,232,1.453,9.2,1.2,3.9,8.8,2.26,51%,familje01,1.0188679245283019,0.5660377358490566,0.49056603773584906,0.1320754716981132,0.4339622641509434,0.018867924528301886,0.05660377358490566,0.9811320754716981,0.03773584905660377
244,Brad Hand,33,L,4,4,0.5,3.67,8,54.0,48,26,22,5,21,1,50,4,0,2,231,1.278,8.0,0.8,3.5,8.3,2.38,51%,handbr01,0.8888888888888888,0.48148148148148145,0.4074074074074074,0.09259259259259259,0.3888888888888889,0.018518518518518517,0.07407407407407407,0.9259259259259259,0.037037037037037035
245,Michael King,28,R,4,4,0.5,3.54,1,61.0,52,26,24,6,21,1,63,3,0,3,253,1.197,7.7,0.9,3.1,9.3,3.0,51%,kingmi01,0.8524590163934426,0.4262295081967213,0.39344262295081966,0.09836065573770492,0.3442622950819672,0.01639344262295082,0.04918032786885246,1.0327868852459017,0.04918032786885246
246,Brett Martin,28,L,3,4,0.429,3.63,2,57.0,54,28,23,6,18,2,48,1,0,4,239,1.263,8.5,0.9,2.8,7.6,2.67,51%,martibr01,0.9473684210526315,0.49122807017543857,0.40350877192982454,0.10526315789473684,0.3157894736842105,0.03508771929824561,0.017543859649122806,0.8421052631578947,0.07017543859649122
247,Taylor Rogers,32,L,4,6,0.4,4.13,15,61.0,57,32,28,7,19,1,69,5,0,2,259,1.246,8.4,1.0,2.8,10.2,3.63,51%,rogerta01,0.9344262295081968,0.5245901639344263,0.45901639344262296,0.11475409836065574,0.3114754098360656,0.01639344262295082,0.08196721311475409,1.1311475409836065,0.03278688524590164
248,Luis Severino,29,R,7,4,0.636,3.45,2,107.0,86,44,41,13,34,1,110,5,0,2,438,1.121,7.2,1.1,2.9,9.3,3.24,51%,severlu01,0.8037383177570093,0.411214953271028,0.38317757009345793,0.12149532710280374,0.3177570093457944,0.009345794392523364,0.04672897196261682,1.02803738317757,0.018691588785046728
249,Ryan Tepera,35,R,3,3,0.5,3.6,3,60.0,48,27,24,6,21,1,57,3,0,3,246,1.15,7.2,0.9,3.2,8.6,2.71,51%,teperry01,0.8,0.45,0.4,0.1,0.35,0.016666666666666666,0.05,0.95,0.05
250,Devin Williams,28,R,5,3,0.625,2.8,7,61.0,44,23,19,5,25,1,79,3,0,3,250,1.131,6.5,0.7,3.7,11.7,3.16,51%,willide03,0.7213114754098361,0.3770491803278688,0.3114754098360656,0.08196721311475409,0.4098360655737705,0.01639344262295082,0.04918032786885246,1.2950819672131149,0.04918032786885246
251,Jake Woodford,26,R,4,2,0.667,3.54,1,61.0,56,26,24,6,19,1,48,3,0,2,253,1.23,8.3,0.9,2.8,7.1,2.53,51%,woodfja01,0.9180327868852459,0.4262295081967213,0.39344262295081966,0.09836065573770492,0.3114754098360656,0.01639344262295082,0.04918032786885246,0.7868852459016393,0.03278688524590164
252,José Alvarado,28,L,4,2,0.667,3.7,3,56.0,47,26,23,5,27,2,67,3,0,5,240,1.321,7.6,0.8,4.3,10.8,2.48,50%,alvarjo03,0.8392857142857143,0.4642857142857143,0.4107142857142857,0.08928571428571429,0.48214285714285715,0.03571428571428571,0.05357142857142857,1.1964285714285714,0.08928571428571429
253,Shawn Armstrong,32,R,3,3,0.5,4.43,2,61.0,60,32,30,8,20,1,61,3,0,2,262,1.311,8.9,1.2,3.0,9.0,3.05,50%,armstsh01,0.9836065573770492,0.5245901639344263,0.4918032786885246,0.13114754098360656,0.32786885245901637,0.01639344262295082,0.04918032786885246,1.0,0.03278688524590164
254,Richard Bleier,36,L,3,3,0.5,3.63,1,57.0,57,25,23,5,14,2,45,2,1,2,237,1.246,9.0,0.8,2.2,7.1,3.21,50%,bleieri01,1.0,0.43859649122807015,0.40350877192982454,0.08771929824561403,0.24561403508771928,0.03508771929824561,0.03508771929824561,0.7894736842105263,0.03508771929824561
255,Diego Castillo,29,R,5,3,0.625,3.57,7,58.0,47,26,23,7,21,2,59,3,0,2,240,1.172,7.3,1.1,3.3,9.2,2.81,50%,castidi01,0.8103448275862069,0.4482758620689655,0.39655172413793105,0.1206896551724138,0.3620689655172414,0.034482758620689655,0.05172413793103448,1.0172413793103448,0.034482758620689655
256,Taylor Clarke,30,R,3,2,0.6,4.09,2,55.0,54,28,25,6,17,1,51,2,0,2,232,1.291,8.8,1.0,2.8,8.3,3.0,50%,clarkta01,0.9818181818181818,0.509090909090909,0.45454545454545453,0.10909090909090909,0.3090909090909091,0.01818181818181818,0.03636363636363636,0.9272727272727272,0.03636363636363636
257,Josh Hader,29,L,3,4,0.429,3.7,21,56.0,44,24,23,6,21,0,73,3,0,3,233,1.161,7.1,1.0,3.4,11.7,3.48,50%,haderjo01,0.7857142857142857,0.42857142857142855,0.4107142857142857,0.10714285714285714,0.375,0.0,0.05357142857142857,1.3035714285714286,0.05357142857142857
258,Ryan Helsley,28,R,6,3,0.667,3.19,8,62.0,46,24,22,7,23,1,69,2,0,3,253,1.113,6.7,1.0,3.3,10.0,3.0,50%,helslry01,0.7419354838709677,0.3870967741935484,0.3548387096774194,0.11290322580645161,0.3709677419354839,0.016129032258064516,0.03225806451612903,1.1129032258064515,0.04838709677419355
259,Tim Hill,33,L,4,3,0.571,3.76,1,55.0,51,27,23,6,19,2,46,4,0,2,232,1.273,8.3,1.0,3.1,7.5,2.42,50%,hillti01,0.9272727272727272,0.4909090909090909,0.41818181818181815,0.10909090909090909,0.34545454545454546,0.03636363636363636,0.07272727272727272,0.8363636363636363,0.03636363636363636
260,Joe Jiménez,28,R,4,3,0.571,4.19,2,58.0,51,29,27,6,21,1,65,3,0,2,246,1.241,7.9,0.9,3.3,10.1,3.1,50%,jimenjo02,0.8793103448275862,0.5,0.46551724137931033,0.10344827586206896,0.3620689655172414,0.017241379310344827,0.05172413793103448,1.1206896551724137,0.034482758620689655
261,Tyler Matzek,32,L,3,3,0.5,3.57,1,53.0,42,23,21,5,25,2,53,2,0,4,224,1.264,7.1,0.8,4.2,9.0,2.12,50%,matzety01,0.7924528301886793,0.4339622641509434,0.39622641509433965,0.09433962264150944,0.4716981132075472,0.03773584905660377,0.03773584905660377,1.0,0.07547169811320754
262,Wandy Peralta,31,L,4,4,0.5,3.36,3,59.0,51,26,22,5,20,1,52,2,1,2,243,1.203,7.8,0.8,3.1,7.9,2.6,50%,peralwa01,0.864406779661017,0.4406779661016949,0.3728813559322034,0.0847457627118644,0.3389830508474576,0.01694915254237288,0.03389830508474576,0.8813559322033898,0.03389830508474576
263,Robert Stephenson,30,R,3,2,0.6,4.27,1,59.0,57,32,28,8,19,1,57,2,0,3,249,1.288,8.7,1.2,2.9,8.7,3.0,50%,stephro01,0.9661016949152542,0.5423728813559322,0.4745762711864407,0.13559322033898305,0.3220338983050847,0.01694915254237288,0.03389830508474576,0.9661016949152542,0.05084745762711865
264,David Bednar,28,R,3,3,0.5,3.16,8,57.0,48,23,20,6,19,1,64,2,0,2,235,1.175,7.6,0.9,3.0,10.1,3.37,49%,bednada01,0.8421052631578947,0.40350877192982454,0.3508771929824561,0.10526315789473684,0.3333333333333333,0.017543859649122806,0.03508771929824561,1.1228070175438596,0.03508771929824561
265,Phil Bickford,27,R,3,2,0.6,3.98,1,61.0,52,29,27,9,19,2,63,3,0,1,251,1.164,7.7,1.3,2.8,9.3,3.32,49%,bickfph01,0.8524590163934426,0.47540983606557374,0.4426229508196721,0.14754098360655737,0.3114754098360656,0.03278688524590164,0.04918032786885246,1.0327868852459017,0.01639344262295082
266,Dinelson Lamet,30,R,3,3,0.5,4.08,1,53.0,47,26,24,6,21,0,59,3,0,3,226,1.283,8.0,1.0,3.6,10.0,2.81,49%,lametdi01,0.8867924528301887,0.49056603773584906,0.4528301886792453,0.11320754716981132,0.39622641509433965,0.0,0.05660377358490566,1.1132075471698113,0.05660377358490566
267,Alex Lange,27,R,4,4,0.5,3.75,1,60.0,53,29,25,6,24,1,66,4,0,7,258,1.283,8.0,0.9,3.6,9.9,2.75,49%,langeal01,0.8833333333333333,0.48333333333333334,0.4166666666666667,0.1,0.4,0.016666666666666666,0.06666666666666667,1.1,0.11666666666666667
268,Kenta Maeda,35,R,4,3,0.571,4.06,1,71.0,65,35,32,9,22,1,71,4,0,2,295,1.225,8.2,1.1,2.8,9.0,3.23,49%,maedake01,0.9154929577464789,0.49295774647887325,0.4507042253521127,0.1267605633802817,0.30985915492957744,0.014084507042253521,0.056338028169014086,1.0,0.028169014084507043
269,Nick Nelson,27,R,3,3,0.5,4.43,1,63.0,59,34,31,5,29,0,63,4,0,7,275,1.397,8.4,0.7,4.1,9.0,2.17,49%,nelsoni01,0.9365079365079365,0.5396825396825397,0.49206349206349204,0.07936507936507936,0.4603174603174603,0.0,0.06349206349206349,1.0,0.1111111111111111
270,Joel Payamps,29,R,3,4,0.429,3.57,1,58.0,56,26,23,7,18,1,49,2,0,2,246,1.276,8.7,1.1,2.8,7.6,2.72,49%,payamjo01,0.9655172413793104,0.4482758620689655,0.39655172413793105,0.1206896551724138,0.3103448275862069,0.017241379310344827,0.034482758620689655,0.8448275862068966,0.034482758620689655
271,Ryan Pressly,34,R,3,3,0.5,3.38,18,56.0,46,23,21,5,17,1,62,1,0,2,225,1.125,7.4,0.8,2.7,10.0,3.65,49%,pressry01,0.8214285714285714,0.4107142857142857,0.375,0.08928571428571429,0.30357142857142855,0.017857142857142856,0.017857142857142856,1.1071428571428572,0.03571428571428571
272,Brooks Raley,35,L,2,3,0.4,3.79,3,57.0,48,27,24,6,18,0,60,4,0,2,237,1.158,7.6,0.9,2.8,9.5,3.33,49%,raleybr01,0.8421052631578947,0.47368421052631576,0.42105263157894735,0.10526315789473684,0.3157894736842105,0.0,0.07017543859649122,1.0526315789473684,0.03508771929824561
273,Josh Staumont,29,R,3,3,0.5,4.14,3,50.0,44,25,23,5,23,0,52,2,0,3,215,1.34,7.9,0.9,4.1,9.4,2.26,49%,staumjo01,0.88,0.5,0.46,0.1,0.46,0.0,0.04,1.04,0.06
274,Bryan Abreu,26,R,4,2,0.667,3.36,2,59.0,50,25,22,5,23,0,67,4,0,4,249,1.237,7.6,0.8,3.5,10.2,2.91,48%,abreubr01,0.847457627118644,0.423728813559322,0.3728813559322034,0.0847457627118644,0.3898305084745763,0.0,0.06779661016949153,1.1355932203389831,0.06779661016949153
275,Matthew Boyd,32,L,3,4,0.429,4.05,1,60.0,55,29,27,7,21,1,55,4,0,3,255,1.267,8.3,1.1,3.2,8.3,2.62,48%,boydma01,0.9166666666666666,0.48333333333333334,0.45,0.11666666666666667,0.35,0.016666666666666666,0.06666666666666667,0.9166666666666666,0.05
276,Edward Cabrera,25,R,6,6,0.5,3.64,2,99.0,77,43,40,13,41,1,100,8,0,4,413,1.192,7.0,1.2,3.7,9.1,2.44,48%,cabreed02,0.7777777777777778,0.43434343434343436,0.40404040404040403,0.13131313131313133,0.41414141414141414,0.010101010101010102,0.08080808080808081,1.0101010101010102,0.04040404040404041
277,Miguel Castro,28,R,3,2,0.6,3.83,1,47.0,41,22,20,5,21,0,48,3,0,3,203,1.319,7.9,1.0,4.0,9.2,2.29,48%,castrmi01,0.8723404255319149,0.46808510638297873,0.425531914893617,0.10638297872340426,0.44680851063829785,0.0,0.06382978723404255,1.0212765957446808,0.06382978723404255
278,Luis García,36,R,3,4,0.429,3.81,2,59.0,55,28,25,5,19,1,59,3,0,4,250,1.254,8.4,0.8,2.9,9.0,3.11,48%,garcilu03,0.9322033898305084,0.4745762711864407,0.423728813559322,0.0847457627118644,0.3220338983050847,0.01694915254237288,0.05084745762711865,1.0,0.06779661016949153
279,Amir Garrett,31,L,3,3,0.5,4.5,2,52.0,44,28,26,5,25,1,55,3,1,4,225,1.327,7.6,0.9,4.3,9.5,2.2,48%,garream01,0.8461538461538461,0.5384615384615384,0.5,0.09615384615384616,0.4807692307692308,0.019230769230769232,0.057692307692307696,1.0576923076923077,0.07692307692307693
